code,display_code,description,level,parent_code,is_leaf,section_code,division_code,group_code,class_code,source_version,is_special_annex,is_active
9412,9412,Actividades de organizaciones profesionales,class,941,False,S,94,941,9412,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9420,9420,Actividades de sindicatos,class,942,False,S,94,942,9420,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9491,9491,Actividades de organizaciones religiosas,class,949,False,S,94,949,9491,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9492,9492,Actividades de organizaciones políticas,class,949,False,S,94,949,9492,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9499,9499,Actividades de otras asociaciones,class,949,False,S,94,949,9499,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9511,9511,Reparación de computadoras y equipo periférico,class,951,False,S,95,951,9511,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9512,9512,Reparación de equipos comunicacionales,class,951,False,S,95,951,9512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9521,9521,Reparación de aparatos de consumo eléctrico,class,952,False,S,95,952,9521,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9522,9522,Reparación de aparatos domésticos y equipamiento de hogar y jardín,class,952,False,S,95,952,9522,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9523,9523,Reparación de calzado y artículos de cuero,class,952,False,S,95,952,9523,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9524,9524,Reparación de muebles y accesorios para el hogar,class,952,False,S,95,952,9524,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9529,9529,Reparación de otros bienes personales y domésticos,class,952,False,S,95,952,9529,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9601,9601,"Lavado y secado, limpieza de prendas de tela y de piel",class,960,False,S,96,960,9601,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9602,9602,Actividades de peluquería y otros tratamientos de belleza,class,960,False,S,96,960,9602,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9603,9603,Funerales y actividades conexas,class,960,False,S,96,960,9603,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9609,9609,Otras actividades de servicios,class,960,False,S,96,960,9609,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9700,9700,Actividades de los hogares en calidad de empleadores de personal doméstico.,class,970,False,T,97,970,9700,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9810,9810,Actividades indiferenciadas de producción de bienes de los hogares privados para uso propio.,class,981,False,T,98,981,9810,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9820,9820,Actividades indiferenciadas de producción de servicios de los hogares privados para uso propio,class,982,False,T,98,982,9820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
9900,9900,"Actividades de organizaciones y órganos extraterritoriales. Anexo al manual de Clasificación Industrial Internacional Uniforme, revisión 4",class,990,False,U,99,990,9900,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01110,0111.0,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas",subclass,0111,True,A,01,011,0111,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01120,0112.0,Cultivo de arroz,subclass,0112,True,A,01,011,0112,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01131,0113.1,"Cultivos de hortalizas hidropónicas acuosas, cuenten o no con algún soporte de arena, grava, etc) 2 Cultivos de hortalizas no hidropónicas como: alcachofas, espárragos, repollo coliflor, brócoli, lechugas, achicoria, espinaca, otras verduras frondosas o con tallo. Cultivo de hortalizas que dan frutos como pepinos, pepinillos, sandías, melones, tomates, berenjenas y otras verduras que dan frutos) 3 Cultivo de papa 9 Otros cultivo de raíces y tubérculos (excepto papa)",subclass,0113,True,A,01,011,0113,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01140,0114.0,Cultivo de caña de azúcar,subclass,0114,True,A,01,011,0114,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01150,0115.0,Cultivo de tabaco,subclass,0115,True,A,01,011,0115,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01160,0116.0,Cultivo de fibras,subclass,0116,True,A,01,011,0116,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01191,0119.1,Cultivo de forrajes,subclass,0119,True,A,01,011,0119,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01199,0119.9,"Cultivo de flores: corte, brotes y semillas de flores y otros cultivos no perennes",subclass,0119,True,A,01,011,0119,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01210,0121.0,Cultivo de uvas,subclass,0121,True,A,01,012,0121,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01220,0122.0,Cultivo de frutas tropicales y subtropicales,subclass,0122,True,A,01,012,0122,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01230,0123.0,Cultivo de frutas cítricas,subclass,0123,True,A,01,012,0123,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01240,0124.0,"Cultivo de frutas con pepita y con hueso (ej. manzanas, duraznos, peras, ciruelas, pelones y membrillos, etc.)",subclass,0124,True,A,01,012,0124,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01250,0125.0,Cultivo de otras frutas y frutos secos arbóreos y de arbustos,subclass,0125,True,A,01,012,0125,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01260,0126.0,"Cultivo de frutas oleaginosas (ej. coco, aceitunas, etc.)",subclass,0126,True,A,01,012,0126,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01270,0127.0,"Cultivo de plantas para preparar bebidas (ej. Café, té, mate, cacao, etc.)",subclass,0127,True,A,01,012,0127,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01280,0128.0,"Cultivo de especias y plantas aromáticas, medicinales y farmacéuticas (ej. Pimiento, ajíes y pimientos, nuez moscada, etc)",subclass,0128,True,A,01,012,0128,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01290,0129.0,"Cultivos de otros productos perennes Navidad, cultivo de árboles para la extracción de savia; cultivo de materiales vegetales del tipo usado principalmente para trenzado)",subclass,0129,True,A,01,012,0129,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01300,0130.0,"Propagación de plantas plantas para propósitos ornamentales, incluyendo césped para trasplantación, cultivo de plantas vivas para bulbos, tubérculos y raíces, esqueje; semillas de hongos) Página 4 de 26",subclass,0130,True,A,01,013,0130,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01411,0141.1,Cría de ganado vacuno con destino a producción de carne,subclass,0141,True,A,01,014,0141,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01412,0141.2,Cría de ganado vacuno lechero ( con producción de leche para industria),subclass,0141,True,A,01,014,0141,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01413,0141.3,Cría de ganado vacuno lechero ( con producción de leche sin destino industrial),subclass,0141,True,A,01,014,0141,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01414,0141.4,Producción de semen bovino,subclass,0141,True,A,01,014,0141,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01419,0141.9,Otras producciones de ganados vacunos no incluidas en las anteriores.,subclass,0141,True,A,01,014,0141,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01420,0142.0,Cría de caballos y otros equinos,subclass,0142,True,A,01,014,0142,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01430,0143.0,Cría de camellos y camélidos,subclass,0143,True,A,01,014,0143,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01440,0144.0,Cría de ovejas y cabras,subclass,0144,True,A,01,014,0144,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01450,0145.0,Cría de ganado porcino,subclass,0145,True,A,01,014,0145,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01461,0146.1,Cría de aves de corral para su venta,subclass,0146,True,A,01,014,0146,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01469,0146.9,Producción de huevos,subclass,0146,True,A,01,014,0146,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01491,0149.1,Apicultura: producción de cera y miel de abeja.,subclass,0149,True,A,01,014,0149,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01492,0149.2,Cría de ñandúes,subclass,0149,True,A,01,014,0149,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01493,0149.3,Cría de conejos,subclass,0149,True,A,01,014,0149,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01499,0149.9,"Cría de otros animales n.c.p., excepto apicultura, ñandúes y conejos",subclass,0149,True,A,01,014,0149,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01500,0150.0,Explotación agropecuaria mixta,subclass,0150,True,A,01,015,0150,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01611,0161.1,Servicios de fumigación y riego,subclass,0161,True,A,01,016,0161,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01612,0161.2,Servicios de provisión de maquinaria agrícola con operarios y personal.,subclass,0161,True,A,01,016,0161,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01619,0161.9,Otros servicios de apoyo a la agricultura,subclass,0161,True,A,01,016,0161,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01621,0162.1,Servicios de esquila.,subclass,0162,True,A,01,016,0162,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01629,0162.9,Otros servicios de apoyo a la ganadería n.c.p.,subclass,0162,True,A,01,016,0162,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01630,0163.0,Actividades posteriores a la cosecha,subclass,0163,True,A,01,016,0163,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01640,0164.0,Procesamiento de semillas para la propagación,subclass,0164,True,A,01,016,0164,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01700,0170.0,"Caza ordinaria, mediante trampas y actividades de servicio conexas",subclass,0170,True,A,01,017,0170,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
01901,0190.1,Predio rural sin explotación,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01902,0190.2,Predio rural explotado por terceros,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01903,0190.3,Predio rural con producción para autoconsumo,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01904,0190.4,"Predio rural con explotación de industria, comercio y/o actividades recreativas.",subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01905,0190.5,Personas físicas - Núcleos Familiares y sucesiones indivisas sujetos pasivos del Impuesto al Patrimonio,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01906,0190.6,Usuario de Zona Franca,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01907,0190.7,Actividades no bien especificadas,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
01908,0190.8,CIIU conversión,subclass,0190,True,V,019,019,0190,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,True,True
02101,0210.1,Viveros de árboles forestales,subclass,0210,True,A,02,021,0210,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
02102,0210.2,Explotación de bosques,subclass,0210,True,A,02,021,0210,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
02109,0210.9,Otras actividades relacionadas a la forestación n.c.p.,subclass,0210,True,A,02,021,0210,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
02200,0220.0,Extracción de madera,subclass,0220,True,A,02,022,0220,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
02300,0230.0,Recolección de productos forestales diferentes a la madera,subclass,0230,True,A,02,023,0230,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
02400,0240.0,Servicios de apoyo a la forestación,subclass,0240,True,A,02,024,0240,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
03111,0311.1,Pesca marina artesanal,subclass,0311,True,A,03,031,0311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
03119,0311.9,Pesca marina de altura y otras capturas marinas,subclass,0311,True,A,03,031,0311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
03120,0312.0,Pesca de agua dulce,subclass,0312,True,A,03,031,0312,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
03210,0321.0,Acuicultura marítima,subclass,0321,True,A,03,032,0321,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
03220,0322.0,Acuicultura de agua dulce,subclass,0322,True,A,03,032,0322,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
05100,0510.0,Extracción y aglomeración de hulla,subclass,0510,True,B,05,051,0510,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
05200,0520.0,Extracción y aglomeración de lignito,subclass,0520,True,B,05,052,0520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
06100,0610.0,Extracción de petróleo crudo,subclass,0610,True,B,06,061,0610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
06200,0620.0,Extracción de gas natural,subclass,0620,True,B,06,062,0620,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
07100,0710.0,Extracción de minerales de hierro,subclass,0710,True,B,07,071,0710,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
07210,0721.0,Extracción de minerales de uranio y torio,subclass,0721,True,B,07,072,0721,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
07290,0729.0,Extracción de otros minerales metalíferos no ferrosos n.c.p.,subclass,0729,True,B,07,072,0729,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08110,0811.0,"Extracción de arena, arcilla, canto rodado, tierra y conchilla.",subclass,0811,True,B,08,081,0811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08120,0812.0,"Extracción, estrujado y quebrado de piedra caliza. Caleras.",subclass,0812,True,B,08,081,0812,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08130,0813.0,Extracción de rocas ornamentales,subclass,0813,True,B,08,081,0813,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08190,0819.0,Extracción de yeso y de otros tipos de piedras en canteras,subclass,0819,True,B,08,081,0819,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08910,0891.0,Extracción de minerales para la fabricación de fertilizantes y productos químicos,subclass,0891,True,B,08,089,0891,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08920,0892.0,Extracción y aglomeración de turba,subclass,0892,True,B,08,089,0892,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08930,0893.0,Extracción de sal,subclass,0893,True,B,08,089,0893,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08991,0899.1,"Extracción de gemas naturales, piedras preciosas o semipreciosas: ágatas y amatistas",subclass,0899,True,B,08,089,0899,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
08999,0899.9,Explotación de otras minas y canteras n.c.p.,subclass,0899,True,B,08,089,0899,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
09100,0910.0,Actividades de apoyo a la extracción de petróleo y gas natural,subclass,0910,True,B,09,091,0910,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
09900,0990.0,Actividades de apoyo a la explotación de otras minas y canteras,subclass,0990,True,B,09,099,0990,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10111,1011.1,"Matanza de ganado vacuno, ovino y equino distinta de la realizada por los frigoríficos. (Abasto)",subclass,1011,True,C,10,101,1011,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10112,1011.2,"Matanza de ganado vacuno, ovino y equino en frigoríficos",subclass,1011,True,C,10,101,1011,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10119,1011.9,"Matanza de otros animales n.c.p., excepto aves",subclass,1011,True,C,10,101,1011,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10120,1012.0,Elaboración de fiambres y chacinados,subclass,1012,True,C,10,101,1012,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10130,1013.0,"Matanza, preparación y conservación de pollos y gallinas",subclass,1013,True,C,10,101,1013,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10190,1019.0,"Matanza, procesamiento y conservación de carne de ñandúes y otras aves n.c.p.",subclass,1019,True,C,10,101,1019,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10200,1020.0,"Procesamiento y conservación de pescados, crustáceos y moluscos",subclass,1020,True,C,10,102,1020,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10300,1030.0,Procesamiento y conservación de frutas y vegetales,subclass,1030,True,C,10,103,1030,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10400,1040.0,Elaboración de aceites y grasas de origen vegetal y animal,subclass,1040,True,C,10,104,1040,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10501,1050.1,Elaboración de productos lácteos en general,subclass,1050,True,C,10,105,1050,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10509,1050.9,Elaboración de helados,subclass,1050,True,C,10,105,1050,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10611,1061.1,Elaboración de productos de molinería de arroz y elaboración de aceite de arroz,subclass,1061,True,C,10,106,1061,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10612,1061.2,Elaboración de harina de trigo y otros productos derivados de la molienda de trigo. Página 6 de 26,subclass,1061,True,C,10,106,1061,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10619,1061.9,"Elaboración de otros productos de molinería de cereales, excepto del arroz y trigo.",subclass,1061,True,C,10,106,1061,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10620,1062.0,Elaboración de almidones y productos elaborados del almidón,subclass,1062,True,C,10,106,1062,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10711,1071.1,"Elaboración de pan, productos panificados en forma tradicional",subclass,1071,True,C,10,107,1071,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10712,1071.2,Elaboración de productos de confitería,subclass,1071,True,C,10,107,1071,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10719,1071.9,Elaboración de otros productos panificados realizados en fábricas,subclass,1071,True,C,10,107,1071,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10720,1072.0,Elaboración de azúcar,subclass,1072,True,C,10,107,1072,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10731,1073.1,Elaboración de chocolate,subclass,1073,True,C,10,107,1073,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10739,1073.9,Elaboración de cacao (excepto para producir chocolate) y confites,subclass,1073,True,C,10,107,1073,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10741,1074.1,Elaboración de pastas secas,subclass,1074,True,C,10,107,1074,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10749,1074.9,Elaboración de pastas frescas,subclass,1074,True,C,10,107,1074,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10750,1075.0,Elaboración de comidas y platos preparados,subclass,1075,True,C,10,107,1075,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10791,1079.1,Producción de hielo,subclass,1079,True,C,10,107,1079,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10799,1079.9,Elaboración de otros productos alimenticios n.c.p.,subclass,1079,True,C,10,107,1079,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
10800,1080.0,Elaboración de alimentos preparados para animales,subclass,1080,True,C,10,108,1080,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
11010,1101.0,"Destilación, rectificación y mezcla de bebidas alcohólicas",subclass,1101,True,C,11,110,1101,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
11020,1102.0,Elaboración de vinos,subclass,1102,True,C,11,110,1102,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
11030,1103.0,Elaboración de bebidas malteadas y de malta,subclass,1103,True,C,11,110,1103,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
11040,1104.0,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,subclass,1104,True,C,11,110,1104,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
12000,1200.0,Elaboración de productos de tabaco,subclass,1200,True,C,12,120,1200,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13111,1311.1,Elaboración de tops de lana,subclass,1311,True,C,13,131,1311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13119,1311.9,"Otras preparaciones e hilandería de fibras textiles, excepto tops",subclass,1311,True,C,13,131,1311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13120,1312.0,Tejeduría de productos textiles,subclass,1312,True,C,13,131,1312,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13130,1313.0,Acabado de productos textiles,subclass,1313,True,C,13,131,1313,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13910,1391.0,Fabricación de tejidos y tela de punto (Crochet o Ganchillo),subclass,1391,True,C,13,139,1391,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13920,1392.0,"Fabricación de artículos confeccionados con materiales textiles, excepto prendas de vestir",subclass,1392,True,C,13,139,1392,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13930,1393.0,Fabricación de tapices y alfombras,subclass,1393,True,C,13,139,1393,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13940,1394.0,"Fabricación de cuerdas, cordeles, bramantes y redes",subclass,1394,True,C,13,139,1394,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
13990,1399.0,Fabricación de otros productos textiles n.c.p.,subclass,1399,True,C,13,139,1399,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14101,1410.1,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",subclass,1410,True,C,14,141,1410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14102,1410.2,Fabricación de ropa interior,subclass,1410,True,C,14,141,1410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14103,1410.3,Fabricación de prendas de vestir de cuero,subclass,1410,True,C,14,141,1410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14104,1410.4,Fabricación de prendas de vestir de trabajo,subclass,1410,True,C,14,141,1410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14109,1410.9,Fabricación de otras prendas de vestir n.c.p. y accesorios Página 7 de 26,subclass,1410,True,C,14,141,1410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14200,1420.0,Fabricación de artículos de piel,subclass,1420,True,C,14,142,1420,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
14300,1430.0,Fabricación de prendas de tejidos de punto y ganchillo,subclass,1430,True,C,14,143,1430,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
15110,1511.0,Curtido y adobo de cueros; adobo y teñido de pieles,subclass,1511,True,C,15,151,1511,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
15121,1512.1,"Fabricación de cubre asientos en cuero, cortados o enteros, para la industria automotriz.",subclass,1512,True,C,15,151,1512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
15122,1512.2,Fabricación de accesorios de cuero y de materiales similares,subclass,1512,True,C,15,151,1512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
15123,1512.3,Fabricación de artículos de talabartería,subclass,1512,True,C,15,151,1512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
15129,1512.9,Fabricación de otros artículos de cuero n.c.p.,subclass,1512,True,C,15,151,1512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
15200,1520.0,Fabricación de calzado,subclass,1520,True,C,15,152,1520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16101,1610.1,Chipeado de madera,subclass,1610,True,C,16,161,1610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16102,1610.2,"Aserrado, cepillado y trabajo a máquina de la madera.",subclass,1610,True,C,16,161,1610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16109,1610.9,Otras actividades no comprendidas en las anteriores,subclass,1610,True,C,16,161,1610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16210,1621.0,"Fabricación de hojas de madera para enchapado y paneles a base de madera, etc.",subclass,1621,True,C,16,162,1621,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16220,1622.0,Fabricación de partes y piezas de carpintería para edificios y construcciones,subclass,1622,True,C,16,162,1622,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16230,1623.0,Fabricación de recipientes de madera,subclass,1623,True,C,16,162,1623,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
16290,1629.0,"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables.",subclass,1629,True,C,16,162,1629,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
17011,1701.1,Producción de pasta de celulosa,subclass,1701,True,C,17,170,1701,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
17012,1701.2,Fabricación de papel y cartón,subclass,1701,True,C,17,170,1701,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
17019,1701.9,Fabricación de otros productos vinculados a la producción de papel y cartón n.c.p.,subclass,1701,True,C,17,170,1701,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
17020,1702.0,Fabricación del papel y cartón ondulado y de envases de papel y cartón,subclass,1702,True,C,17,170,1702,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
17090,1709.0,Fabricación de otros artículos del papel y cartón n.c.p.,subclass,1709,True,C,17,170,1709,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
18111,1811.1,Actividades de impresión de diarios y revistas.,subclass,1811,True,C,18,181,1811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
18119,1811.9,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",subclass,1811,True,C,18,181,1811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
18120,1812.0,Servicios relacionados con la impresión,subclass,1812,True,C,18,181,1812,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
18200,1820.0,Reproducción de grabaciones,subclass,1820,True,C,18,182,1820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
19100,1910.0,Fabricación de productos de horno de coque,subclass,1910,True,C,19,191,1910,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
19201,1920.1,Refinación de petróleo: combustibles,subclass,1920,True,C,19,192,1920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
19202,1920.2,"Fabricación de aceites, grasas y lubricantes",subclass,1920,True,C,19,192,1920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
