code,display_code,description,level,parent_code,is_leaf,section_code,division_code,group_code,class_code,source_version,is_special_annex,is_active
1040,1040,Elaboración de aceites y grasas de origen vegetal y animal,class,104,False,C,10,104,1040,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1050,1050,Elaboración de productos lácteos,class,105,False,C,10,105,1050,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1061,1061,Elaboración de productos de molinería,class,106,False,C,10,106,1061,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1062,1062,Elaboración de almidones y productos elaborados del almidón,class,106,False,C,10,106,1062,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1071,1071,Elaboración de productos de panadería,class,107,False,C,10,107,1071,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1072,1072,Elaboración de azúcar,class,107,False,C,10,107,1072,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1073,1073,"Elaboración de cacao, chocolate y confites",class,107,False,C,10,107,1073,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1074,1074,"Elaboración de pastas, fideos",class,107,False,C,10,107,1074,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1075,1075,Elaboración de comidas y platos preparados,class,107,False,C,10,107,1075,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1079,1079,Elaboración de otros productos alimenticios,class,107,False,C,10,107,1079,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1080,1080,Elaboración de alimentos preparados para animales,class,108,False,C,10,108,1080,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1101,1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",class,110,False,C,11,110,1101,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1102,1102,Elaboración de vinos,class,110,False,C,11,110,1102,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1103,1103,Elaboración de bebidas malteadas y de malta,class,110,False,C,11,110,1103,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1104,1104,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,class,110,False,C,11,110,1104,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1200,1200,Elaboración de productos de tabaco,class,120,False,C,12,120,1200,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1311,1311,Preparación e hilandería de fibras textiles,class,131,False,C,13,131,1311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1312,1312,Tejeduría de productos textiles,class,131,False,C,13,131,1312,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1313,1313,Acabado de productos textiles,class,131,False,C,13,131,1313,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1391,1391,Fabricación de tejidos y tela de punto (Crochet o Ganchillo),class,139,False,C,13,139,1391,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1392,1392,"Fabricación de artículos confeccionados con materiales textiles, excepto prendas de vestir",class,139,False,C,13,139,1392,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1393,1393,Fabricación de tapices y alfombras,class,139,False,C,13,139,1393,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1394,1394,"Fabricación de cuerdas, cordeles, bramantes y redes",class,139,False,C,13,139,1394,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1399,1399,Fabricación de otros productos textiles n.c.p.,class,139,False,C,13,139,1399,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1410,1410,"Fabricación de prendas de vestir, excepto prendas de piel",class,141,False,C,14,141,1410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1420,1420,Fabricación de artículos de piel,class,142,False,C,14,142,1420,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1430,1430,Fabricación de prendas de tejidos de punto y ganchillo,class,143,False,C,14,143,1430,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1511,1511,Curtido y adobo de cueros; adobo y teñido de pieles,class,151,False,C,15,151,1511,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1512,1512,"Fabricación de maletas, bolsos de mano, y artículos de talabartería y guarnicionería",class,151,False,C,15,151,1512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1520,1520,Fabricación de calzado,class,152,False,C,15,152,1520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1610,1610,Aserrado y acepilladura de madera,class,161,False,C,16,161,1610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1621,1621,"Fabricación de hojas de madera para enchapado y paneles a base de madera, etc.",class,162,False,C,16,162,1621,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1622,1622,Fabricación de partes y piezas de carpintería para edificios y construcciones,class,162,False,C,16,162,1622,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1623,1623,Fabricación de recipientes de madera,class,162,False,C,16,162,1623,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1629,1629,"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables.",class,162,False,C,16,162,1629,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1701,1701,"Fabricación de pasta de celulosa, papel y cartón",class,170,False,C,17,170,1701,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1702,1702,Fabricación del papel y cartón ondulado y de envases de papel y cartón,class,170,False,C,17,170,1702,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1709,1709,Fabricación de otros artículos del papel y cartón n.c.p.,class,170,False,C,17,170,1709,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1811,1811,Actividades de impresión,class,181,False,C,18,181,1811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1812,1812,Servicios relacionados con la impresión,class,181,False,C,18,181,1812,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1820,1820,Reproducción de grabaciones,class,182,False,C,18,182,1820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1910,1910,Fabricación de productos de horno de coque,class,191,False,C,19,191,1910,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
1920,1920,Fabricación de los productos de la refinación del petróleo Página 8 de 26,class,192,False,C,19,192,1920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2011,2011,Fabricación de sustancias químicas básicas y biocombustibles,class,201,False,C,20,201,2011,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2012,2012,Fabricación de abonos y compuestos de nitrógeno,class,201,False,C,20,201,2012,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2013,2013,Fabricación de plásticos y de caucho sintético en formas primarias,class,201,False,C,20,201,2013,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2021,2021,Fabricación de pesticidas y de otros productos químicos de uso agropecuario.,class,202,False,C,20,202,2021,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2022,2022,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas",class,202,False,C,20,202,2022,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2023,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y artículos de tocador",class,202,False,C,20,202,2023,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2029,2029,Fabricación de otros productos químicos n.c.p.,class,202,False,C,20,202,2029,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2030,2030,Fabricación de fibras manufacturadas,class,203,False,C,20,203,2030,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2100,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y de productos botánicos.",class,210,False,C,21,210,2100,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2211,2211,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,class,221,False,C,22,221,2211,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2219,2219,Fabricación de otros productos de caucho,class,221,False,C,22,221,2219,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2220,2220,Fabricación de productos de plástico,class,222,False,C,22,222,2220,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2310,2310,Fabricación de vidrio y de productos de vidrio,class,231,False,C,23,231,2310,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2391,2391,Fabricación de productos refractarios,class,239,False,C,23,239,2391,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2392,2392,Fabricación de materiales de arcilla para la construcción,class,239,False,C,23,239,2392,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2393,2393,Fabricación de otros productos de cerámica y porcelana,class,239,False,C,23,239,2393,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2394,2394,"Fabricación de cemento, cal y yeso",class,239,False,C,23,239,2394,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2395,2395,"Fabricación de artículos de hormigón, de cemento y de yeso",class,239,False,C,23,239,2395,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2396,2396,"Corte, tallado y acabado de la piedra",class,239,False,C,23,239,2396,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2399,2399,Fabricación de otros productos minerales no metálicos n.c.p.,class,239,False,C,23,239,2399,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2410,2410,Industrias básicas de hierro y acero,class,241,False,C,24,241,2410,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2420,2420,Fabricación de productos primarios de metales preciosos y metales no ferrosos,class,242,False,C,24,242,2420,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2430,2430,Fundición de hiero y acero y de metales no ferrosos,class,243,False,C,24,243,2430,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2511,2511,Fabricación de productos metálicos para uso estructural,class,251,False,C,25,251,2511,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2512,2512,"Fabricación de tanques, depósitos y recipientes de metal",class,251,False,C,25,251,2512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2513,2513,"Fabricación de los generadores de vapor, excepto calderas de agua caliente para calefacción central",class,251,False,C,25,251,2513,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2520,2520,Fabricación de armas y municiones,class,252,False,C,25,252,2520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2591,2591,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia",class,259,False,C,25,259,2591,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2592,2592,"Fabricación, tratamiento y revestimiento de metales",class,259,False,C,25,259,2592,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2593,2593,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",class,259,False,C,25,259,2593,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2599,2599,Fabricación de otros productos elaborados de metal n.c.p.,class,259,False,C,25,259,2599,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2610,2610,Fabricación de productos electrónicos,class,261,False,C,26,261,2610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2620,2620,Fabricación de computadoras y equipo periférico,class,262,False,C,26,262,2620,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2630,2630,Fabricación de equipos de comunicaciones,class,263,False,C,26,263,2630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2640,2640,Fabricación de aparatos de consumo electrónico.,class,264,False,C,26,264,2640,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2651,2651,"Fabricación de equipos para medir, verificar y navegar y de equipos de control",class,265,False,C,26,265,2651,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2652,2652,Fabricación de todo tipo de relojes,class,265,False,C,26,265,2652,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2660,2660,"Fabricación de equipos radiológicos, electromédicos y electro terapéuticos",class,266,False,C,26,266,2660,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2670,2670,Fabricación de instrumentos ópticos y equipo fotográfico,class,267,False,C,26,267,2670,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2680,2680,Fabricación de soportes magnéticos y ópticos,class,268,False,C,26,268,2680,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2710,2710,"Fabricación de motores eléctricos, generadores, transformadores eléctricos, distribución de la electricidad y aparato del control.",class,271,False,C,27,271,2710,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2720,2720,Fabricación de baterías y acumuladores,class,272,False,C,27,272,2720,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2731,2731,Fabricación de cables de fibra óptica,class,273,False,C,27,273,2731,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2732,2732,Fabricación de otros cables eléctricos y electrónicos,class,273,False,C,27,273,2732,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2733,2733,Fabricación de dispositivos de cableado,class,273,False,C,27,273,2733,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2740,2740,Fabricación de equipos de iluminación eléctricos,class,274,False,C,27,274,2740,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2750,2750,Fabricación de aparatos de uso doméstico Página 10 de 26,class,275,False,C,27,275,2750,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2790,2790,Fabricación de otros equipos eléctricos,class,279,False,C,27,279,2790,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2811,2811,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas.",class,281,False,C,28,281,2811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2812,2812,Fabricación de equipos hidráulicos,class,281,False,C,28,281,2812,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2813,2813,"Fabricación de bombas, compresores, grifos y válvulas",class,281,False,C,28,281,2813,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2814,2814,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",class,281,False,C,28,281,2814,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2815,2815,"Fabricación de hornos, hogares y quemadores",class,281,False,C,28,281,2815,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2816,2816,Fabricación de equipo de elevación y manipulación,class,281,False,C,28,281,2816,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2817,2817,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipos periféricos),class,281,False,C,28,281,2817,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2818,2818,Fabricación de herramientas manuales,class,281,False,C,28,281,2818,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2819,2819,Fabricación de otros tipos de maquinaria de uso general,class,281,False,C,28,281,2819,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2821,2821,Fabricación de maquinaria agropecuaria y forestal,class,282,False,C,28,282,2821,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2822,2822,Fabricación de maquinarias para trabajar metales y máquinas herramientas,class,282,False,C,28,282,2822,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2823,2823,Fabricación de maquinaria para la industria metalúrgica,class,282,False,C,28,282,2823,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2824,2824,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,class,282,False,C,28,282,2824,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2825,2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",class,282,False,C,28,282,2825,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2826,2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros.",class,282,False,C,28,282,2826,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2829,2829,Fabricación de otros tipos de maquinaria de uso especial,class,282,False,C,28,282,2829,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2910,2910,Fabricación de vehículos automotores,class,291,False,C,29,291,2910,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2920,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semi-remolques,class,292,False,C,29,292,2920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
2930,2930,Fabricación de partes y accesorios para motores de vehículos automotores,class,293,False,C,29,293,2930,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3011,3011,Construcción de buques y estructuras flotantes,class,301,False,C,30,301,3011,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3012,3012,Construcción de embarcaciones de recreo y deporte,class,301,False,C,30,301,3012,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3020,3020,Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías,class,302,False,C,30,302,3020,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3030,3030,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",class,303,False,C,30,303,3030,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3040,3040,Fabricación de vehículos militares de combate,class,304,False,C,30,304,3040,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3091,3091,Fabricación de motocicletas,class,309,False,C,30,309,3091,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3092,3092,Fabricación de bicicletas y sillas de ruedas para inválidos,class,309,False,C,30,309,3092,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3099,3099,Fabricación de otros tipos de equipo de transporte n.c.p.,class,309,False,C,30,309,3099,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3100,3100,Fabricación de muebles,class,310,False,C,31,310,3100,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3211,3211,Fabricación de joyas y artículos conexos,class,321,False,C,32,321,3211,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3212,3212,Fabricación de joyas de imitación y artículos conexos,class,321,False,C,32,321,3212,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3220,3220,Fabricación de instrumentos musicales,class,322,False,C,32,322,3220,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3230,3230,Fabricación de artículos de deporte,class,323,False,C,32,323,3230,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3240,3240,Fabricación de juegos y juguetes,class,324,False,C,32,324,3240,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3250,3250,Fabricación de instrumentos y suministros médicos y dentales,class,325,False,C,32,325,3250,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3290,3290,Otras industrias manufactureras n.c.p.,class,329,False,C,32,329,3290,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3311,3311,Reparación de productos elaborados de metal,class,331,False,C,33,331,3311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3312,3312,Reparación de maquinaria,class,331,False,C,33,331,3312,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3313,3313,Reparación de equipo electrónico y óptico,class,331,False,C,33,331,3313,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3314,3314,Reparación de equipo eléctrico,class,331,False,C,33,331,3314,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3315,3315,"Reparación de equipo de transporte, excepto los vehículos automotores",class,331,False,C,33,331,3315,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3319,3319,Reparación de equipo de otro tipo,class,331,False,C,33,331,3319,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3320,3320,Instalación de maquinaria y equipo industrial,class,332,False,C,33,332,3320,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3510,3510,"Producción, transmisión y distribución de energía eléctrica",class,351,False,D,35,351,3510,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3520,3520,Fabricación del gas; distribución de combustibles gaseosos por tuberías.,class,352,False,D,35,352,3520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3530,3530,Suministro de vapor y aire acondicionado,class,353,False,D,35,353,3530,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3600,3600,"Captación, tratamiento y suministro de agua",class,360,False,E,36,360,3600,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3700,3700,Alcantarillado,class,370,False,E,37,370,3700,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3811,3811,Recolección de desechos no peligrosos,class,381,False,E,38,381,3811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3812,3812,Recolección de desechos peligrosos,class,381,False,E,38,381,3812,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3821,3821,Tratamiento y eliminación de desechos no peligrosos,class,382,False,E,38,382,3821,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3822,3822,Tratamiento y eliminación de desechos peligrosos,class,382,False,E,38,382,3822,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3830,3830,Recuperación de materiales,class,383,False,E,38,383,3830,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
3900,3900,Actividades de saneamiento y otros servicios de gestión de desechos,class,390,False,E,39,390,3900,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4100,4100,Construcción de obras de arquitectura,class,410,False,F,41,410,4100,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4210,4210,Construcción de infraestructura de transporte,class,421,False,F,42,421,4210,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4220,4220,Construcción de infraestructura de servicios Página 12 de 26,class,422,False,F,42,422,4220,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4290,4290,Construcción de otros proyectos de ingeniería civil,class,429,False,F,42,429,4290,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4311,4311,Demoliciones,class,431,False,F,43,431,4311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4312,4312,Excavación y movimiento de suelo,class,431,False,F,43,431,4312,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4321,4321,Instalación eléctrica y de comunicaciones,class,432,False,F,43,432,4321,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4322,4322,"Instalaciones sanitarias, de calefacción y de aire acondicionado",class,432,False,F,43,432,4322,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4329,4329,Otro tipo de instalaciones de construcción,class,432,False,F,43,432,4329,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4330,4330,Terminación de edificios,class,433,False,F,43,433,4330,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4390,4390,Otras actividades especializadas de la construcción,class,439,False,F,43,439,4390,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4510,4510,Comercio al por mayor y al por menor de vehículos automotores,class,451,False,G,45,451,4510,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4520,4520,Mantenimiento y reparación de vehículos automotores,class,452,False,G,45,452,4520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4530,4530,"Comercio al por mayor y al por menor de partes, piezas y accesorios de vehículos automotores",class,453,False,G,45,453,4530,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4540,4540,"Comercio al por mayor y al por menor, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",class,454,False,G,45,454,4540,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4610,4610,Comercio al por mayor a cambio de una retribución o por contrata,class,461,False,G,46,461,4610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4620,4620,Comercio al por mayor de materias primas agropecuarias y animales vivos.,class,462,False,G,46,462,4620,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4630,4630,"Comercio al por mayor de alimentos, bebidas y tabaco.",class,463,False,G,46,463,4630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4631,4631,Comercio al por mayor de aves y sus productos,class,463,False,G,46,463,4631,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4641,4641,"Comercio al por mayor de textiles, prendas de vestir y calzado.",class,464,False,G,46,464,4641,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4649,4649,Comercio al por mayor de otros artículos domésticos,class,464,False,G,46,464,4649,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4651,4651,"Comercio al por mayor de computadoras, equipo informático periférico y programas informáticos Página 14 de 26",class,465,False,G,46,465,4651,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4652,4652,Comercio al por mayor de equipo electrónico de telecomunicaciones y de sus partes y piezas,class,465,False,G,46,465,4652,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4653,4653,"Comercio al por mayor de maquinaria, equipo agrícola y sus suministros.",class,465,False,G,46,465,4653,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4659,4659,Comercio al por mayor de otro tipo de maquinaria y equipo.,class,465,False,G,46,465,4659,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4661,4661,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos",class,466,False,G,46,466,4661,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4662,4662,Comercio al por mayor de metales y de minerales metalíferos.,class,466,False,G,46,466,4662,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4663,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales sanitarios y de calefacción",class,466,False,G,46,466,4663,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4669,4669,"Comercio al por mayor de basura, desechos y otros productos n.c.p.",class,466,False,G,46,466,4669,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4690,4690,Comercio al por mayor no especializado de otros productos.,class,469,False,G,46,469,4690,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4711,4711,"Comercio al por menor en almacenes no especializados, con surtido compuestos principalmente de alimentos, bebidas y tabaco.",class,471,False,G,47,471,4711,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4719,4719,Comercio al por menor de otros productos en almacenes no especializados.,class,471,False,G,47,471,4719,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4721,4721,Comercio al por menor de alimento en almacenes especializados,class,472,False,G,47,472,4721,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4722,4722,Comercio al por menor de bebidas en almacenes especializados,class,472,False,G,47,472,4722,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4723,4723,Comercio al por menor de tabaco en almacenes especializados,class,472,False,G,47,472,4723,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4730,4730,Comercio al por menor de combustible para vehículos en almacenes especializados.,class,473,False,G,47,473,4730,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4741,4741,"Comercio al por menor de computadoras, unidades periféricas, equipo de software y telecomunicaciones",class,474,False,G,47,474,4741,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
4742,4742,Comercio al por menor de equipo de audio y video en almacenes especializados,class,474,False,G,47,474,4742,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
